starting system statistics data collection
Linux 3.10.0-229.1.2.el7.x86_64 (CentOS-71-64-minimal) 	05/06/2015 	_x86_64_	(16 CPU)

05:21:36 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:22:36 PM     all     22.53      0.00      3.62      0.71      0.00     73.15
05:23:36 PM     all     21.58      0.00      3.32      0.66      0.00     74.44
05:24:36 PM     all     22.35      0.00      3.46      0.61      0.00     73.59
05:25:36 PM     all     22.90      0.00      3.46      0.67      0.00     72.97
05:26:36 PM     all     21.39      0.00      3.28      0.74      0.00     74.58
05:27:36 PM     all     21.41      0.00      3.28      0.70      0.00     74.62
05:28:36 PM     all     22.90      0.00      3.45      0.52      0.00     73.13
05:29:36 PM     all     22.87      0.00      3.46      0.57      0.00     73.11
05:30:36 PM     all     22.40      0.00      3.49      0.62      0.00     73.49
05:31:36 PM     all     21.64      0.00      3.35      0.93      0.00     74.08
05:32:36 PM     all      8.00      0.00      1.33      0.94      0.00     89.73
Average:        all     20.89      0.00      3.22      0.70      0.00     75.18
